city,date_time,cloud_cover
2018-01-07 14:00:00,Bristol,0
2018-01-07 14:00:00,Cambridge,20
2018-01-07 14:00:00,Glasgow,0
2018-01-07 14:00:00,Ipswich,1
2018-01-07 14:00:00,London,0
2018-01-07 14:00:00,Manchester,0
2018-01-07 14:00:00,Thurso,20
2018-01-07 14:00:00,York,0
2018-01-07 15:00:00,Birmingham,0
2018-01-07 15:00:00,Bristol,0
2018-01-07 15:00:00,Cambridge,0
2018-01-07 15:00:00,Glasgow,0
2018-01-07 15:00:00,Ipswich,1
2018-01-07 15:00:00,London,0
2018-01-07 15:00:00,Manchester,0
2018-01-07 15:00:00,Thurso,20
2018-01-07 15:00:00,York,0
2018-01-07 16:00:00,Birmingham,0
2018-01-07 16:00:00,Bristol,0
2018-01-07 16:00:00,Cambridge,0
2018-01-07 16:00:00,Glasgow,0
2018-01-07 16:00:00,Ipswich,1
2018-01-07 16:00:00,London,0
2018-01-07 16:00:00,Manchester,0
2018-01-07 16:00:00,Thurso,0
2018-01-07 16:00:00,York,0
2018-01-07 17:00:00,Birmingham,0
2018-01-07 17:00:00,Bristol,0
2018-01-07 17:00:00,Cambridge,0
2018-01-07 17:00:00,Glasgow,0
2018-01-07 17:00:00,Ipswich,1
2018-01-07 17:00:00,London,0
2018-01-07 17:00:00,Manchester,0
2018-01-07 17:00:00,Thurso,0
2018-01-07 17:00:00,York,20
2018-01-07 18:00:00,Birmingham,0
2018-01-07 18:00:00,Bristol,0
2018-01-07 18:00:00,Cambridge,0
2018-01-07 18:00:00,Glasgow,0
2018-01-07 18:00:00,Ipswich,1
2018-01-07 18:00:00,London,0
2018-01-07 18:00:00,Manchester,0
2018-01-07 18:00:00,Thurso,20
2018-01-07 18:00:00,York,20
2018-01-07 19:00:00,Birmingham,0
2018-01-07 19:00:00,Bristol,0
2018-01-07 19:00:00,Cambridge,1
2018-01-07 19:00:00,Glasgow,0
2018-01-07 19:00:00,Ipswich,1
2018-01-07 19:00:00,London,0
2018-01-07 19:00:00,Manchester,0
2018-01-07 19:00:00,Thurso,20
2018-01-07 19:00:00,York,20
2018-01-07 20:00:00,Birmingham,0
2018-01-07 20:00:00,Bristol,0
2018-01-07 20:00:00,Cambridge,1
2018-01-07 20:00:00,Glasgow,0
2018-01-07 20:00:00,Ipswich,1
2018-01-07 20:00:00,London,0
2018-01-07 20:00:00,Manchester,0
2018-01-07 20:00:00,Thurso,0
2018-01-07 20:00:00,York,0
2018-01-07 21:00:00,Birmingham,0
2018-01-07 21:00:00,Bristol,0
2018-01-07 21:00:00,Cambridge,1
2018-01-07 21:00:00,Glasgow,0
2018-01-07 21:00:00,Ipswich,1
2018-01-07 21:00:00,London,0
2018-01-07 21:00:00,Manchester,0
2018-01-07 21:00:00,Thurso,0
2018-01-07 21:00:00,York,0
2018-01-07 22:00:00,Birmingham,0
2018-01-07 22:00:00,Bristol,1
2018-01-07 22:00:00,Cambridge,1
2018-01-07 22:00:00,Glasgow,0
2018-01-07 22:00:00,Ipswich,1
2018-01-07 22:00:00,London,75
2018-01-07 22:00:00,Manchester,0
2018-01-07 22:00:00,Thurso,0
2018-01-07 22:00:00,York,0
2018-01-07 23:00:00,Birmingham,0
2018-01-07 23:00:00,Bristol,0
2018-01-07 23:00:00,Cambridge,1
2018-01-07 23:00:00,Glasgow,0
2018-01-07 23:00:00,Ipswich,1
2018-01-07 23:00:00,London,90
2018-01-07 23:00:00,Manchester,0
2018-01-07 23:00:00,Thurso,20
2018-01-07 23:00:00,York,0
2018-01-08 00:00:00,Birmingham,0
2018-01-08 00:00:00,Bristol,0
2018-01-08 00:00:00,Cambridge,1
2018-01-08 00:00:00,Glasgow,0
2018-01-08 00:00:00,Ipswich,1
2018-01-08 00:00:00,London,75
2018-01-08 00:00:00,Manchester,0
2018-01-08 00:00:00,Thurso,0
2018-01-08 00:00:00,York,0
2018-01-08 01:00:00,Birmingham,0
2018-01-08 01:00:00,Bristol,75
2018-01-08 01:00:00,Cambridge,1
2018-01-08 01:00:00,Glasgow,0
2018-01-08 01:00:00,Ipswich,1
2018-01-08 01:00:00,London,90
2018-01-08 01:00:00,Manchester,0
2018-01-08 01:00:00,Thurso,0
2018-01-08 01:00:00,York,0
2018-01-08 02:00:00,Birmingham,0
2018-01-08 02:00:00,Bristol,90
2018-01-08 02:00:00,Cambridge,1
2018-01-08 02:00:00,Glasgow,0
2018-01-08 02:00:00,Ipswich,1
2018-01-08 02:00:00,London,90
2018-01-08 02:00:00,Manchester,0
2018-01-08 02:00:00,Thurso,0
2018-01-08 02:00:00,York,0
2018-01-08 03:00:00,Birmingham,0
2018-01-08 03:00:00,Bristol,90
2018-01-08 03:00:00,Cambridge,1
2018-01-08 03:00:00,Glasgow,0
2018-01-08 03:00:00,Ipswich,1
2018-01-08 03:00:00,London,90
2018-01-08 03:00:00,Manchester,0
2018-01-08 03:00:00,Thurso,12
2018-01-08 03:00:00,York,0
2018-01-08 04:00:00,Birmingham,0
2018-01-08 04:00:00,Bristol,90
2018-01-08 04:00:00,Cambridge,1
2018-01-08 04:00:00,Glasgow,0
2018-01-08 04:00:00,Ipswich,1
2018-01-08 04:00:00,London,90
2018-01-08 04:00:00,Manchester,0
2018-01-08 04:00:00,Thurso,12
2018-01-08 04:00:00,York,0
2018-01-08 05:00:00,Birmingham,0
2018-01-08 05:00:00,Bristol,90
2018-01-08 05:00:00,Cambridge,1
2018-01-08 05:00:00,Glasgow,0
2018-01-08 05:00:00,Ipswich,1
2018-01-08 05:00:00,London,90
2018-01-08 05:00:00,Manchester,0
2018-01-08 05:00:00,Thurso,24
2018-01-08 05:00:00,York,0
2018-01-08 06:00:00,Birmingham,0
2018-01-08 06:00:00,Bristol,90
2018-01-08 06:00:00,Cambridge,1
2018-01-08 06:00:00,Glasgow,0
2018-01-08 06:00:00,Ipswich,1
2018-01-08 06:00:00,London,90
2018-01-08 06:00:00,Manchester,0
2018-01-08 06:00:00,Thurso,24
2018-01-08 06:00:00,York,0
2018-01-08 07:00:00,Birmingham,0
2018-01-08 07:00:00,Bristol,90
2018-01-08 07:00:00,Cambridge,90
2018-01-08 07:00:00,Glasgow,0
2018-01-08 07:00:00,Ipswich,75
2018-01-08 07:00:00,London,90
2018-01-08 07:00:00,Manchester,0
2018-01-08 07:00:00,Thurso,0
2018-01-08 07:00:00,York,0
2018-01-08 08:00:00,Birmingham,40
2018-01-08 08:00:00,Bristol,90
2018-01-08 08:00:00,Cambridge,90
2018-01-08 08:00:00,Glasgow,0
2018-01-08 08:00:00,Ipswich,90
2018-01-08 08:00:00,London,90
2018-01-08 08:00:00,Manchester,0
2018-01-08 08:00:00,Thurso,0
2018-01-08 08:00:00,York,5
2018-01-08 09:00:00,Birmingham,75
2018-01-08 09:00:00,Bristol,90
2018-01-08 09:00:00,Cambridge,75
2018-01-08 09:00:00,Glasgow,0
2018-01-08 09:00:00,Ipswich,90
2018-01-08 09:00:00,London,90
2018-01-08 09:00:00,London,90
2018-01-08 09:00:00,Manchester,0
2018-01-08 09:00:00,Thurso,0
2018-01-08 09:00:00,York,0
2018-01-08 10:00:00,Birmingham,75
2018-01-08 10:00:00,Bristol,90
2018-01-08 10:00:00,Cambridge,75
2018-01-08 10:00:00,Glasgow,0
2018-01-08 10:00:00,Ipswich,75
2018-01-08 10:00:00,London,90
2018-01-08 10:00:00,Manchester,0
2018-01-08 10:00:00,Thurso,0
2018-01-08 10:00:00,York,0
2018-01-08 11:00:00,Birmingham,75
2018-01-08 11:00:00,Bristol,90
2018-01-08 11:00:00,Cambridge,75
2018-01-08 11:00:00,Glasgow,0
2018-01-08 11:00:00,Ipswich,90
2018-01-08 11:00:00,London,90
2018-01-08 11:00:00,Manchester,0
2018-01-08 11:00:00,Thurso,0
2018-01-08 11:00:00,York,0
2018-01-08 12:00:00,Birmingham,90
2018-01-08 12:00:00,Bristol,75
2018-01-08 12:00:00,Cambridge,75
2018-01-08 12:00:00,Cambridge,75
2018-01-08 12:00:00,Glasgow,0
2018-01-08 12:00:00,Ipswich,90
2018-01-08 12:00:00,London,90
2018-01-08 12:00:00,London,90
2018-01-08 12:00:00,Manchester,0
2018-01-08 12:00:00,Thurso,0
2018-01-08 12:00:00,York,0
